,result,table,_start,_stop,_measurement,_value,_time
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,200.75982608729166,2021-04-14T11:09:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,200.9223584452976,2021-04-14T11:10:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,201.08489017252978,2021-04-14T11:11:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,201.24742395244047,2021-04-14T11:12:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,201.40995822970237,2021-04-14T11:13:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,201.57249051098213,2021-04-14T11:14:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,201.73502291645835,2021-04-14T11:15:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,201.89755581122023,2021-04-14T11:16:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,202.0600881388095,2021-04-14T11:17:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,202.22261961675596,2021-04-14T11:18:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,202.38515343363096,2021-04-14T11:19:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,202.54768594648812,2021-04-14T11:20:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,202.71021864660713,2021-04-14T11:21:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,202.8727498086012,2021-04-14T11:22:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,203.03528360122021,2021-04-14T11:23:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,203.19781658660713,2021-04-14T11:24:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,203.36034913535715,2021-04-14T11:25:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,203.52288068723215,2021-04-14T11:26:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,203.68541228377975,2021-04-14T11:27:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,203.84794370002976,2021-04-14T11:28:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,204.01047472306544,2021-04-14T11:29:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,204.17300608949404,2021-04-14T11:30:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,204.33553855964283,2021-04-14T11:31:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,204.50193982994048,2021-04-14T11:32:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,204.66447402488095,2021-04-14T11:33:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,204.8270065463988,2021-04-14T11:34:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,204.99341038306548,2021-04-14T11:35:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,205.1907728752976,2021-04-14T11:36:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,205.3610499552976,2021-04-14T11:37:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,205.52358820684523,2021-04-14T11:38:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,205.68612443473214,2021-04-14T11:39:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,205.84865834270832,2021-04-14T11:40:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,206.0111951283631,2021-04-14T11:41:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,206.17373111517858,2021-04-14T11:42:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,206.3362653875893,2021-04-14T11:43:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,206.49879923502976,2021-04-14T11:44:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,206.65746605809525,2021-04-14T11:45:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,206.8200027544345,2021-04-14T11:46:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,206.9825389847917,2021-04-14T11:47:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,207.14507297595236,2021-04-14T11:48:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,207.30760906943453,2021-04-14T11:49:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,207.4701420225893,2021-04-14T11:50:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,207.6326788911607,2021-04-14T11:51:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,207.79521782940478,2021-04-14T11:52:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,207.9577554525,2021-04-14T11:53:00Z
,_result,0,2021-04-14T10:53:34.492757Z,2021-04-14T11:53:34.492757Z,http_api_request_duration_seconds,208.09320168544645,2021-04-14T11:53:34.492757Z
